level|digitalId|txId|reqTxId|zone|brand|prdType|sourceSystem|reqIP|thread|mode|logger|message
INFO|4cdab3191b7fa0ea3a1ff7822200c0b3|trueapp20260527092408162462|trueapp20260527092408157758|PREPROD|DTAC|PREPAID|trueapp|127.0.0.1|http-nio-8081-exec-16|Sync|th.co.truecorp.commonlib.filter.ControllerFilter|"Received Endpoint: GET http://localhost:8081/reward/v1/redeem/detail, Headers : x-tx-id:trueapp20260527092408157758; authorization:Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjbGllbnRJZCI6InRydWVhcHBwcmVwcm9kIiwiYXBpSWQiOiIyYWY4fDI3MWF8MjIyZTB8MjcxMDB8NGUyMHw5YzQwfDJlZTB8ZWE2MHwxODZhMHwxYWRiMHwxZmJkMHwyNzEwfDc1MzB8YzM1MHwxMTE3MHwxNWY5MCIsIm1ldGhvZCI6Ik9UUCIsImN1c3RvbWVySW5mbyI6eyJkaWdpdGFsSWQiOiI0Y2RhYjMxOTFiN2ZhMGVhM2ExZmY3ODIyMjAwYzBiMyIsInByb2R1Y3RJZCI6InZpN1RNeXB5YXpJcER6SWxoMWFxOUl1MGJTTkhWNEVCVzNJUU1yVFppUU09IiwicHJvZHVjdEJyYW5kIjoiRFRBQyIsInByb2R1Y3RUeXBlIjoiUFJFUEFJRCIsInByb2R1Y3RTZWdtZW50IjoiVFVDIiwiY3VzdG9tZXJUeXBlIjoiSU5ESSIsImh5YnJpZEZsYWciOiJOIn0sInBhcmVudEluZm8iOnsiZGlnaXRhbElkIjoiNGNkYWIzMTkxYjdmYTBlYTNhMWZmNzgyMjIwMGMwYjMiLCJwcm9kdWN0SWQiOiJ2aTdUTXlweWF6SXBEeklsaDFhcTlJdTBiU05IVjRFQlczSVFNclRaaVFNPSIsInByb2R1Y3RCcmFuZCI6IkRUQUMiLCJwcm9kdWN0VHlwZSI6IlBSRVBBSUQiLCJwcm9kdWN0U2VnbWVudCI6IlRVQyIsImN1c3RvbWVyVHlwZSI6IklOREkiLCJoeWJyaWRGbGFnIjoiTiJ9LCJzaWQiOiJmMTI3YTYtOC0tMjYyMjAyMDA4Ni03MDYxMjgtOC0yYyIsImp0aSI6IjBjOGFmOWJkLTVjMTktNDEyOC1iMmU5LTkyMjRkZjQyYTM4ZSIsImlhdCI6MTc3OTg0ODIxNywiaXNzIjoidHJ1ZWFwcC1jb21tb25iZS1hdXRoZW4tZGVwbG95LWM0Njk0NDRjNy13NG44cyIsImF1ZCI6InRydWVhcHBwcmVwcm9kIiwiZXhwIjoxNzc5ODQ5MTE3fQ.d1ihtec0_Xbj_qSlcXXcezmikZfvyl1-QxWJfRNzdrk; user-agent:Dart/3.10 (dart:io); sourcesystemid:trueapp; sessionid:f127a6-8--2622020086-706128-8-2c; deviceid:2D5FEF82-FFF2-4796-9020-C494919C49AD; platform:IOS; language:EN; version:11.0502.0; x-app-meta:eyJ2IjoiMS4wIiwiYXBwIjp7ImlkIjoidGguY28udHJ1ZWNvcnAuYmV0YSIsInYiOiIxMS4wNTAyLjAiLCJzcyI6InRydWVhcHAifSwiZGV2aWNlIjp7ImlkIjoiMkQ1RkVGODItRkZGMi00Nzk2LTkwMjAtQzQ5NDkxOUM0OUFEIiwicGYiOiJJT1MiLCJ2IjoiMTguNi4yIiwiZGkiOiJpUGhvbmUxNSw1IiwibW4iOiJpUGhvbmUiLCJiciI6IkFwcGxlIiwiamIiOiJmYWxzZSIsImVtIjoiZmFsc2UiLCJudCI6IndpZmkiLCJkbSI6ImZhbHNlIiwibGEiOiIiLCJsbyI6IiJ9LCJ1c2VyIjp7ImwiOiJFTiIsInNpIjoiZjEyN2E2LTgtLTI2MjIwMjAwODYtNzA2MTI4LTgtMmMiLCJkZ3QiOiI0Y2RhYjMxOTFiN2ZhMGVhM2ExZmY3ODIyMjAwYzBiMyJ9fQ==; x-customer-profile:{""clientId"":""trueapppreprod"",""apiId"":""2af8 271a 222e0 27100 4e20 9c40 2ee0 ea60 186a0 1adb0 1fbd0 2710 7530 c350 11170 15f90"",""method"":""OTP"",""customerInfo"":{""digitalId"":""4cdab3191b7fa0ea3a1ff7822200c0b3"",""productId"":""vi7TMypyazIpDzIlh1aq9Iu0bSNHV4EBW3IQMrTZiQM="",""productBrand"":""DTAC"",""productType"":""PREPAID"",""productSegment"":""TUC"",""customerType"":""INDI"",""hybridFlag"":""N""},""parentInfo"":{""digitalId"":""4cdab3191b7fa0ea3a1ff7822200c0b3"",""productId"":""vi7TMypyazIpDzIlh1aq9Iu0bSNHV4EBW3IQMrTZiQM="",""productBrand"":""DTAC"",""productType"":""PREPAID"",""productSegment"":""TUC"",""customerType"":""INDI"",""hybridFlag"":""N""},""sid"":""f127a6-8--2622020086-706128-8-2c"",""jti"":""0c8af9bd-5c19-4128-b2e9-9224df42a38e"",""iat"":1779848217,""iss"":""trueapp-commonbe-authen-deploy-c469444c7-w4n8s"",""aud"":""trueapppreprod"",""exp"":1779849117}; accept-encoding:gzip, x-gzip, deflate; host:localhost:8081; connection:keep-alive;"
INFO|4cdab3191b7fa0ea3a1ff7822200c0b3|trueapp20260527092408162462|trueapp20260527092408157758|PREPROD|DTAC|PREPAID|trueapp|127.0.0.1|http-nio-8081-exec-16|Sync|th.co.truecorp.commonapi.reward.controller.RedeemController|start process redeem detail
INFO|4cdab3191b7fa0ea3a1ff7822200c0b3|trueapp20260527092408162462|trueapp20260527092408157758|PREPROD|DTAC|PREPAID|trueapp|127.0.0.1|http-nio-8081-exec-16|Sync|th.co.truecorp.commonapi.reward.aspect.SwapForLoggingAspect|========= aroundClearCacheTransaction =========
INFO|4cdab3191b7fa0ea3a1ff7822200c0b3|trueapp20260527092408162462|trueapp20260527092408157758|PREPROD|DTAC|PREPAID|trueapp|127.0.0.1|http-nio-8081-exec-16|Sync|th.co.truecorp.commonapi.reward.transaction.RedeemTransaction|Starting getDetail operation - Brand: DTAC
INFO|4cdab3191b7fa0ea3a1ff7822200c0b3|trueapp20260527092408162462|trueapp20260527092408157758|PREPROD|DTAC|PREPAID|trueapp|127.0.0.1|http-nio-8081-exec-16|Sync|th.co.truecorp.commonapi.reward.transaction.RedeemTransaction|Preparing data for redeemDetailService.
INFO|4cdab3191b7fa0ea3a1ff7822200c0b3|trueapp20260527092408162462|trueapp20260527092408157758|PREPROD|DTAC|PREPAID|trueapp|127.0.0.1|http-nio-8081-exec-16|Sync|th.co.truecorp.commonapi.reward.service.RedeemDetailService|Starting getDetail - Brand: DTAC
INFO|4cdab3191b7fa0ea3a1ff7822200c0b3|trueapp20260527092408162462|trueapp20260527092408157758|PREPROD|DTAC|PREPAID|trueapp|127.0.0.1|http-nio-8081-exec-16|Sync|th.co.truecorp.commonapi.reward.common.utils.RewardUtill|start process handle language with and langFront is EN
DEBUG|4cdab3191b7fa0ea3a1ff7822200c0b3|trueapp20260527092408162462|trueapp20260527092408157758|PREPROD|DTAC|PREPAID|trueapp|127.0.0.1|http-nio-8081-exec-16|Sync|org.hibernate.SQL|select rsc1_0.id,rsc1_0.config_code,rsc1_0.config_group,rsc1_0.created_by,rsc1_0.created_date,rsc1_0.description,rsc1_0.modified_by,rsc1_0.modified_date,rsc1_0.value from rwd_system_config rsc1_0 where rsc1_0.config_code=? and rsc1_0.config_group=? fetch first ? rows only
INFO|4cdab3191b7fa0ea3a1ff7822200c0b3|trueapp20260527092408162462|trueapp20260527092408157758|PREPROD|DTAC|PREPAID|trueapp|127.0.0.1|http-nio-8081-exec-16|Sync|stash-endpoint|Endpoint ALL_DB.findConfigs processed for 9 ms
INFO|4cdab3191b7fa0ea3a1ff7822200c0b3|trueapp20260527092408162462|trueapp20260527092408157758|PREPROD|DTAC|PREPAID|trueapp|127.0.0.1|http-nio-8081-exec-16|Sync|th.co.truecorp.commonapi.reward.common.utils.RewardUtill|"system config is {""id"":75,""configCode"":""DEFAULT_LANG"",""configGroup"":""FIX"",""description"":""Default privilege language for TrueApp"",""value"":""FRONT"",""createdBy"":""ADMIN"",""createdDate"":""Nov 4, 2024, 1:51:42 PM"",""modifiedBy"":""Sorawut Teawjan"",""modifiedDate"":""Nov 5, 2024, 9:27:38 AM""}"
